Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
52,1323,2,3,1,3,0,89,2,1,4,1,3212,3300,7,1,0,15,3,2,80,6,2,2,2,2,2,No
42,532,4,2,1,3,1,58,3,5,4,2,19232,4933,1,1,0,11,3,4,80,22,3,22,17,11,15,No
59,818,6,2,1,2,1,52,3,1,3,2,2267,25657,8,1,0,17,3,4,80,7,2,2,2,2,2,No
50,854,1,4,1,4,0,68,3,5,4,3,19517,24118,3,1,0,11,3,3,80,32,2,7,0,0,6,No
33,813,14,3,1,3,1,58,3,1,4,2,2436,22149,5,1,1,13,3,3,80,8,1,5,4,0,4,Yes
43,1034,16,3,1,4,0,80,3,4,4,2,16064,7744,5,1,1,22,4,3,80,22,3,17,13,1,9,No
33,465,2,2,1,1,0,39,3,1,1,2,2707,21509,7,1,0,20,4,1,80,13,4,9,7,1,7,Yes
52,771,2,4,1,1,1,79,2,5,3,1,19068,21030,1,1,1,18,3,4,80,33,4,33,7,15,12,No
32,1401,4,2,1,3,0,56,3,1,2,2,3931,20990,2,1,0,11,3,1,80,6,3,4,3,1,2,No
32,515,1,3,1,4,1,62,2,1,3,1,3730,9571,0,1,1,14,3,4,80,4,1,3,2,1,2,Yes
39,1431,1,4,1,3,0,96,3,1,3,3,2232,15417,7,1,0,14,3,3,80,7,3,3,2,1,2,No
32,976,26,4,1,3,1,100,3,2,4,2,4465,12069,0,1,0,18,3,1,80,4,3,3,2,2,2,No
41,1411,19,2,1,3,1,36,3,2,1,3,3072,19877,2,1,0,16,3,1,80,17,2,1,0,0,0,No
40,1300,24,2,1,1,1,62,3,2,4,3,3319,24447,1,1,0,17,3,1,80,9,3,9,8,4,7,No
45,252,1,3,1,3,1,70,4,5,4,2,19202,15970,0,1,0,11,3,3,80,25,3,24,0,1,7,No
31,1327,3,4,1,2,1,73,3,3,3,3,13675,13523,9,1,0,12,3,1,80,9,3,2,2,2,2,No
33,832,5,4,1,3,0,63,2,1,4,2,2911,14776,1,1,0,13,3,3,80,2,2,2,2,0,2,No
34,470,2,4,1,4,1,84,2,2,1,2,5957,23687,6,1,0,13,3,2,80,13,3,11,9,5,9,No
37,1017,1,2,1,3,0,83,2,1,1,2,3920,18697,2,1,0,14,3,1,80,17,2,3,1,0,2,No
45,1199,7,4,1,1,1,77,4,2,3,2,6434,5118,4,1,0,17,3,4,80,9,3,3,2,0,2,No
37,504,10,3,1,1,1,61,3,3,3,3,10048,22573,6,1,0,11,3,2,80,17,3,1,0,0,0,Yes
39,505,2,4,1,3,0,64,3,3,3,1,10938,6420,0,1,0,25,4,4,80,20,3,19,6,11,8,No
29,665,15,3,1,3,1,60,3,1,4,1,2340,22673,1,1,0,19,3,1,80,6,3,6,5,1,5,No
42,916,17,2,1,4,0,82,4,2,1,1,6545,23016,3,1,1,13,3,3,80,10,3,3,2,0,2,No
29,1247,20,2,1,4,1,45,3,2,4,3,6931,10732,2,1,0,14,3,4,80,10,3,3,2,0,2,No
25,685,1,3,1,1,0,62,3,2,3,2,4898,7505,0,1,0,12,3,4,80,5,3,4,2,1,2,No
42,269,2,3,1,4,0,56,2,1,1,3,2593,8007,0,1,1,11,3,3,80,10,3,9,6,7,8,No
40,1416,2,2,1,1,1,49,3,5,3,3,19436,5949,0,1,0,19,3,4,80,22,3,21,7,3,9,No
51,833,1,3,1,3,1,96,3,1,4,2,2723,23231,1,1,0,11,3,2,80,1,2,1,0,0,0,No
31,307,29,2,1,3,1,71,2,1,2,1,3479,11652,0,1,0,11,3,2,80,6,4,5,4,1,4,Yes
32,1311,7,3,1,2,1,100,4,1,2,2,2794,26062,1,1,0,20,4,3,80,5,1,5,1,0,3,No
38,1327,2,2,1,4,1,39,2,2,4,2,5249,19682,3,1,0,18,3,4,80,13,3,8,7,7,5,No
32,128,2,1,1,4,1,84,2,2,1,1,2176,19737,4,1,0,13,3,4,80,9,3,6,2,0,4,No
46,488,2,3,1,3,0,75,1,4,2,2,16872,14977,3,1,1,12,3,2,80,28,2,7,7,7,7,No
28,529,2,4,1,1,1,79,3,1,3,1,3485,14935,2,1,0,11,3,3,80,5,1,0,0,0,0,Yes
29,1210,2,3,1,1,1,78,2,2,2,2,6644,3687,2,1,0,19,3,2,80,10,3,0,0,0,0,No
31,1463,23,3,1,2,1,64,2,2,4,2,5582,14408,0,1,0,21,4,2,80,10,3,9,0,7,8,No
25,675,5,2,1,2,1,85,4,2,1,3,4000,18384,1,1,0,12,3,4,80,6,3,6,3,1,5,No
45,1385,20,2,1,3,1,79,3,4,4,2,13496,7501,0,1,1,14,3,2,80,21,3,20,7,4,10,No
36,1403,6,3,1,4,1,47,3,1,4,2,3210,20251,0,1,0,11,3,3,80,16,3,15,13,10,11,No
55,452,1,3,1,4,1,81,3,5,1,1,19045,18938,0,1,1,14,3,3,80,37,3,36,10,4,13,No
47,666,29,4,1,1,1,88,3,3,2,2,11849,10268,1,1,1,12,3,4,80,10,2,10,7,9,9,Yes
28,1158,9,3,1,4,1,94,3,1,4,2,2070,2613,1,1,0,23,4,4,80,5,2,5,2,0,4,No
37,228,6,4,1,3,1,98,3,2,4,2,6502,22825,4,1,0,14,3,2,80,7,4,5,4,0,1,No
21,996,3,2,1,4,1,100,2,1,3,1,3230,10531,1,1,0,17,3,1,80,3,4,3,2,1,0,No
37,728,1,4,1,1,0,80,3,3,4,3,13603,11677,2,1,1,18,3,1,80,15,3,5,2,0,2,No
35,1315,22,3,1,2,0,71,4,3,2,3,11996,19100,7,1,0,18,3,2,80,10,2,7,7,6,2,No
38,322,7,2,1,1,0,44,4,2,1,3,5605,19191,1,1,1,24,4,3,80,8,3,8,0,7,7,No
26,1479,1,3,1,3,0,84,3,2,2,3,6397,26767,1,1,0,20,4,1,80,6,1,6,5,1,4,No
50,797,4,1,1,1,1,96,3,5,2,3,19144,15815,3,1,0,14,3,1,80,28,2,10,4,1,6,No
53,1070,3,4,1,3,1,45,3,4,3,2,17584,21016,3,1,1,16,3,4,80,21,2,5,3,1,3,No
42,635,1,1,1,2,1,99,3,2,3,2,4907,24532,1,1,0,25,4,3,80,20,3,20,16,11,6,No
29,442,2,2,1,2,1,44,3,2,4,1,4554,20260,1,1,0,18,3,1,80,10,2,10,7,0,9,No
55,147,20,2,1,2,1,37,3,2,4,2,5415,15972,3,1,1,19,3,4,80,12,3,10,7,0,8,No
26,496,11,2,1,1,1,60,3,2,1,2,4741,22722,1,1,1,13,3,3,80,5,3,5,3,3,3,No
37,1372,1,3,1,4,0,42,3,1,4,1,2115,15881,1,1,0,12,3,2,80,17,3,17,12,5,7,No
44,920,24,3,1,4,1,43,3,1,3,3,3161,19920,3,1,1,22,4,4,80,19,1,1,0,0,0,Yes
38,688,23,4,1,4,1,82,3,2,4,3,5745,18899,9,1,0,14,3,2,80,10,3,2,2,1,2,No
26,1449,16,4,1,1,1,45,3,1,2,3,2373,14180,2,1,1,13,3,4,80,5,3,3,2,0,2,Yes
28,1117,8,2,1,4,0,66,3,1,4,1,3310,4488,1,1,0,21,4,4,80,5,3,5,3,0,2,No
49,636,10,4,1,3,0,35,3,5,1,1,18665,25594,9,1,1,11,3,4,80,22,3,3,2,1,2,No
36,506,3,3,1,3,1,30,3,2,2,1,4485,26285,4,1,0,12,3,4,80,10,3,8,0,7,7,No
31,444,5,3,1,4,0,84,3,1,2,3,2789,3909,1,1,0,11,3,3,80,2,2,2,2,2,2,No
26,950,4,4,1,4,1,48,2,2,4,1,5828,8450,1,1,1,12,3,2,80,8,3,8,7,7,4,Yes
37,889,9,3,1,2,1,53,3,1,4,2,2326,11411,1,1,1,12,3,3,80,4,2,4,2,1,2,No
42,555,26,3,1,3,0,77,3,4,2,2,13525,14864,5,1,0,14,3,4,80,23,4,20,4,4,8,No
18,230,3,3,1,3,1,54,3,1,3,1,1420,25233,1,1,0,13,3,3,80,0,3,0,0,0,0,Yes
35,1232,16,3,1,3,1,96,3,3,2,2,8020,5100,0,1,0,15,3,3,80,12,2,11,9,6,9,No
36,566,18,4,1,3,1,81,4,1,4,2,3688,7122,4,1,0,18,3,4,80,4,3,1,0,0,0,No
51,1302,2,3,1,4,1,84,1,2,2,3,5482,16321,5,1,0,18,3,4,80,13,3,4,1,1,2,No
41,334,2,4,1,4,1,88,3,4,2,1,16015,15896,1,1,0,19,3,2,80,22,3,22,10,0,4,No
18,812,10,3,1,4,0,69,2,1,3,1,1200,9724,1,1,0,12,3,1,80,0,3,0,0,0,0,No
28,1476,16,2,1,2,1,68,4,2,1,1,5661,4824,0,1,0,19,3,3,80,9,3,8,3,0,7,No
31,218,7,3,1,2,1,100,4,2,4,2,6929,12241,4,1,0,11,3,2,80,10,2,8,7,7,7,No
39,1132,1,3,1,3,1,48,4,3,4,3,9613,10942,0,1,0,17,3,1,80,19,2,18,10,3,7,No
36,1105,24,4,1,2,0,47,3,2,2,2,5674,6927,7,1,0,15,3,3,80,11,3,9,8,0,8,No
32,906,7,3,1,4,1,91,2,2,3,2,5484,16985,1,1,0,14,3,3,80,13,2,13,8,4,8,No
38,849,25,2,1,1,0,81,2,3,2,2,12061,26707,3,1,0,17,3,3,80,19,3,10,8,0,1,No
58,390,1,4,1,4,1,32,1,2,3,3,5660,17056,2,1,1,13,3,4,80,12,3,5,3,1,2,No
31,691,5,4,1,3,1,86,3,1,4,2,4821,10077,0,1,1,12,3,3,80,6,3,5,2,0,3,No
31,106,2,3,1,1,1,62,2,2,1,2,6410,17822,3,1,0,12,3,4,80,9,3,2,2,1,0,No
45,1249,7,3,1,1,1,97,3,3,1,3,5210,20308,1,1,0,18,3,1,80,24,3,24,9,9,11,No
31,192,2,4,1,3,1,32,3,1,4,3,2695,7747,0,1,1,18,3,2,80,3,1,2,2,2,2,No
33,553,5,4,1,4,0,74,3,3,2,2,11878,23364,6,1,0,11,3,2,80,12,3,10,6,8,8,No
39,117,10,1,1,3,1,99,3,4,1,2,17068,5355,1,1,1,14,3,4,80,21,3,21,9,11,10,No
43,185,10,4,1,3,0,33,3,1,4,1,2455,10675,0,1,0,19,3,1,80,9,3,8,7,1,7,No
49,1091,1,2,1,3,0,90,2,4,3,1,13964,17810,7,1,1,12,3,4,80,25,3,7,1,0,7,No
52,723,8,4,1,3,1,85,2,2,2,2,4941,17747,2,1,0,15,3,1,80,11,2,8,2,7,7,Yes
27,1220,5,3,1,3,0,85,3,1,2,1,2478,20938,1,1,1,12,3,2,80,4,2,4,3,1,2,No
32,588,8,2,1,3,0,65,2,2,2,2,5228,24624,1,1,1,11,3,4,80,13,3,13,12,11,9,No
27,1377,2,3,1,4,1,74,3,2,3,1,4478,5242,1,1,1,11,3,1,80,5,3,5,4,0,4,No
31,691,7,3,1,4,1,73,3,2,4,3,7547,7143,4,1,0,12,3,4,80,13,3,7,7,1,7,No
32,1018,2,4,1,1,0,74,4,2,4,1,5055,10557,7,1,0,16,3,3,80,10,2,7,7,0,7,No
28,1157,2,4,1,1,1,84,1,1,4,2,3464,24737,5,1,1,13,3,4,80,5,2,3,2,2,2,Yes
30,1275,28,2,1,4,0,64,3,2,4,2,5775,11934,1,1,0,13,3,4,80,11,3,10,8,1,9,No
31,798,7,2,1,3,0,48,2,3,3,2,8943,14034,1,1,0,24,4,1,80,10,3,10,9,8,9,No
39,672,7,2,1,3,1,54,2,5,4,2,19272,21141,1,1,0,15,3,1,80,21,3,21,9,13,3,No
39,1162,3,2,1,4,0,41,3,2,3,2,5238,17778,4,1,1,18,3,1,80,12,2,1,0,0,0,Yes
33,508,10,3,1,2,1,46,2,2,4,1,4682,4317,3,1,0,14,3,3,80,9,2,7,7,0,1,No
47,1482,5,5,1,4,1,42,3,5,3,2,18300,16375,4,1,0,11,3,2,80,21,3,3,2,1,1,No
43,559,10,4,1,3,0,82,2,2,3,3,5257,6227,1,1,0,11,3,2,80,9,4,9,7,0,0,No
27,210,1,1,1,3,1,73,3,2,2,2,6349,22107,0,1,1,13,3,4,80,6,3,5,4,1,4,No
54,928,20,4,1,4,0,31,3,2,3,1,4869,16885,3,1,0,12,3,4,80,20,2,4,3,0,3,No
43,1001,7,3,1,3,0,43,3,3,1,2,9985,9262,8,1,0,16,3,1,80,10,2,1,0,0,0,No
45,549,8,4,1,4,1,75,3,2,4,2,3697,9278,9,1,0,14,3,1,80,12,3,10,9,9,8,No
40,1124,1,2,1,2,1,57,1,2,4,2,7457,13273,2,1,1,22,4,3,80,6,2,4,3,0,2,No
29,318,8,4,1,2,1,77,1,1,1,2,2119,4759,1,1,1,11,3,4,80,7,2,7,7,0,7,Yes
29,738,9,5,1,2,1,30,2,1,4,1,3983,7621,0,1,0,17,3,3,80,4,3,3,2,2,2,No
30,570,5,3,1,4,0,30,2,2,3,3,6118,5431,1,1,0,13,3,3,80,10,3,10,9,1,2,No
27,1130,8,4,1,2,0,56,3,2,2,2,6214,3415,1,1,0,18,3,1,80,8,3,8,7,0,7,No
37,1192,5,2,1,4,1,61,3,2,4,3,6347,23177,7,1,0,16,3,3,80,8,2,6,2,0,4,No
38,343,15,2,1,3,1,92,2,3,4,3,11510,15682,0,1,1,14,3,2,80,12,3,11,10,2,9,No
31,1232,7,4,1,3,0,39,3,3,4,1,7143,25713,1,1,1,14,3,3,80,11,2,11,9,4,10,No
29,144,10,1,1,4,0,39,2,2,2,3,8268,11866,1,1,1,14,3,1,80,7,3,7,7,1,7,No
35,1296,5,4,1,3,1,62,3,3,2,1,8095,18264,0,1,0,13,3,4,80,17,3,16,6,0,13,No
23,1309,26,1,1,3,1,83,3,1,4,3,2904,16092,1,1,0,12,3,3,80,4,2,4,2,0,2,No
41,483,6,3,1,4,1,95,2,2,2,1,6032,10110,6,1,1,15,3,4,80,8,3,5,4,1,2,No
47,1309,4,1,1,2,1,99,3,2,3,1,2976,25751,3,1,0,19,3,1,80,5,3,0,0,0,0,No
42,810,23,5,1,1,0,44,3,4,4,1,15992,15901,2,1,0,14,3,2,80,16,3,1,0,0,0,No
29,746,2,3,1,4,1,61,3,2,3,2,4649,16928,1,1,0,14,3,1,80,4,2,4,3,0,2,No
42,544,2,1,1,3,1,52,3,1,3,3,2696,24017,0,1,1,11,3,3,80,4,3,3,2,1,0,No
32,1062,2,3,1,3,0,75,3,1,2,2,2370,3956,1,1,0,13,3,3,80,8,3,8,0,0,7,No
48,530,29,1,1,1,0,91,3,3,3,2,12504,23978,3,1,0,21,4,2,80,15,1,0,0,0,0,No
37,1319,6,3,1,3,1,51,4,2,1,3,5974,17001,4,1,1,13,3,1,80,13,3,7,7,6,7,No
30,641,25,2,1,4,0,85,3,2,3,2,4736,6069,7,1,1,12,3,2,80,4,4,2,2,2,2,No
26,933,1,3,1,3,1,57,3,2,3,2,5296,20156,1,1,0,17,3,2,80,8,3,8,7,7,7,No
42,1332,2,4,1,1,1,98,2,2,4,1,6781,17078,3,1,0,23,4,2,80,14,3,1,0,0,0,No
21,756,1,1,1,1,0,99,2,1,2,1,2174,9150,1,1,1,11,3,3,80,3,3,3,2,1,2,Yes
36,845,1,5,1,4,0,45,3,2,4,1,6653,15276,4,1,0,15,3,2,80,7,3,1,0,0,0,No
36,541,3,4,1,1,1,48,2,3,4,2,9699,7246,4,1,0,11,3,1,80,16,3,13,9,1,12,No
57,593,1,4,1,4,1,88,3,2,3,2,6755,2967,2,1,0,11,3,3,80,15,3,3,2,1,2,No
40,1171,10,4,1,4,0,46,4,1,3,2,2213,22495,3,1,1,13,3,3,80,10,3,7,7,1,7,No
21,895,9,2,1,1,1,39,3,1,4,1,2610,2851,1,1,0,24,4,3,80,3,2,3,2,2,2,No
33,350,5,3,1,4,0,34,3,1,3,1,2851,9150,1,1,1,13,3,2,80,1,3,1,0,0,0,Yes
37,921,10,3,1,3,0,98,3,1,1,2,3452,17663,6,1,0,20,4,2,80,17,3,5,4,0,3,No
46,1144,7,4,1,3,0,30,3,2,3,2,5258,16044,2,1,0,14,3,3,80,7,4,1,0,0,0,No
41,143,4,3,1,1,1,56,3,2,2,1,9355,9558,1,1,0,18,3,3,80,8,3,8,7,7,7,Yes
50,1046,10,3,1,4,1,100,2,3,4,1,10496,2755,6,1,0,15,3,4,80,20,3,4,3,1,3,No
40,575,22,2,1,3,1,68,2,2,3,2,6380,6110,2,1,1,12,3,1,80,8,3,6,4,1,0,Yes
31,408,9,4,1,3,1,42,2,1,2,1,2657,7551,0,1,1,16,3,4,80,3,3,2,2,2,2,No
21,156,12,3,1,3,0,90,4,1,2,1,2716,25422,1,1,0,15,3,4,80,1,3,1,0,0,0,Yes
29,1283,23,3,1,4,1,54,3,1,4,1,2201,18168,9,1,0,16,3,4,80,6,3,3,2,1,2,No
35,755,9,4,1,3,1,97,2,2,2,1,6540,19394,9,1,0,19,3,3,80,10,3,1,1,0,0,No
27,1469,1,2,1,4,1,82,3,1,2,3,3816,17881,1,1,0,11,3,2,80,5,3,5,2,0,4,No
28,304,9,4,1,2,1,92,3,2,4,1,5253,20750,1,1,0,16,3,4,80,7,3,7,5,0,7,No
49,1261,7,3,1,2,1,31,2,3,3,1,10965,12066,8,1,0,24,4,3,80,26,3,5,2,0,0,No
51,1178,14,2,1,3,0,87,3,2,4,2,4936,14862,4,1,0,11,3,3,80,18,2,7,7,0,7,No
36,329,2,3,1,4,0,96,3,1,3,2,2543,11868,4,1,0,13,3,2,80,6,3,2,2,2,2,No
34,1362,19,3,1,1,1,67,4,2,4,1,5304,4652,8,1,1,13,3,2,80,9,2,5,2,0,4,Yes
55,1311,2,3,1,3,0,97,3,4,4,1,16659,23258,2,1,1,13,3,3,80,30,3,5,4,1,2,No
24,1371,10,4,1,4,0,77,3,2,3,3,4260,5915,1,1,1,12,3,4,80,5,4,5,2,0,3,No
30,202,2,1,1,3,1,72,3,1,2,2,2476,17434,1,1,0,18,3,1,80,1,3,1,0,0,0,No
26,575,3,1,1,3,1,73,3,1,1,1,3102,6582,0,1,0,22,4,3,80,7,3,6,4,0,4,Yes
22,253,11,3,1,1,0,43,3,1,2,2,2244,24440,1,1,0,13,3,4,80,2,3,2,1,1,2,No
36,164,2,2,1,2,1,61,2,3,3,2,7596,3809,1,1,0,13,3,2,80,10,3,10,9,9,0,No
30,464,4,3,1,3,1,40,3,1,4,1,2285,3427,9,1,1,23,4,3,80,3,3,1,0,0,0,Yes
37,1107,14,3,1,4,0,95,3,1,1,3,3034,26914,1,1,0,12,3,3,80,18,2,18,7,12,17,No
40,759,2,2,1,4,0,46,3,2,2,3,5715,22553,7,1,0,12,3,3,80,8,3,5,4,1,3,No
42,201,1,4,1,2,0,95,3,1,1,3,2576,20490,3,1,0,16,3,2,80,8,3,5,2,1,2,No
37,1305,10,4,1,3,1,49,3,2,2,1,4197,21123,2,1,1,12,3,4,80,18,2,1,0,0,1,No
43,982,12,3,1,1,1,59,2,4,2,3,14336,4345,1,1,0,11,3,3,80,25,3,25,10,3,9,No
40,555,2,3,1,2,0,78,2,2,3,2,3448,13436,6,1,0,22,4,2,80,20,3,1,0,0,0,No
54,821,5,2,1,1,1,86,3,5,1,2,19406,8509,4,1,0,11,3,3,80,24,2,4,2,1,2,No
34,1381,4,4,1,3,0,72,3,2,3,2,6538,12740,9,1,0,15,3,1,80,6,3,3,2,1,2,No
31,480,7,2,1,2,0,31,3,2,1,2,4306,4156,1,1,0,12,3,2,80,13,1,13,10,3,12,No
43,313,21,3,1,4,1,61,3,1,4,2,2258,15238,7,1,0,20,4,1,80,8,3,3,2,1,2,No
43,1473,8,4,1,3,0,74,3,2,3,3,4522,2227,4,1,1,14,3,4,80,8,3,5,2,0,2,No
25,891,4,2,1,2,0,99,2,2,4,1,4487,12090,1,1,1,11,3,2,80,5,3,5,4,1,3,No
37,1063,25,5,1,2,0,72,3,2,3,2,4449,23866,3,1,1,15,3,1,80,15,3,13,11,10,7,No
31,329,1,2,1,4,1,98,2,1,1,2,2218,16193,1,1,0,12,3,3,80,4,3,4,2,3,2,No
39,1218,1,1,1,2,1,52,3,5,3,3,19197,8213,1,1,1,14,3,3,80,21,3,21,8,1,6,No
56,906,6,3,1,3,0,86,4,4,1,2,13212,18256,9,1,0,11,3,4,80,36,2,7,7,7,7,No
30,1082,12,3,1,2,0,83,3,2,3,1,6577,19558,0,1,0,11,3,2,80,6,3,5,4,4,4,No
41,645,1,3,1,2,1,49,4,3,1,2,8392,19566,1,1,0,16,3,3,80,10,3,10,7,0,7,No
28,1300,17,2,1,3,1,79,3,2,1,3,4558,13535,1,1,0,12,3,4,80,10,3,10,0,1,8,No
25,688,3,3,1,1,1,91,3,1,1,2,4031,9396,5,1,0,13,3,3,80,6,3,2,2,0,2,Yes
52,319,3,3,1,4,1,39,2,3,3,2,7969,19609,2,1,1,14,3,3,80,28,3,5,4,0,4,No
45,192,10,2,1,1,1,69,3,1,4,2,2654,9655,3,1,0,21,4,4,80,8,2,2,2,0,2,No
52,1490,4,2,1,4,0,30,3,4,4,2,16555,10310,2,1,0,13,3,4,80,31,1,5,2,1,4,No
42,532,29,2,1,1,0,92,3,2,3,3,4556,12932,2,1,0,11,3,2,80,19,3,5,4,0,2,No
30,317,2,3,1,3,0,43,1,2,4,1,6091,24793,2,1,0,20,4,3,80,11,3,5,4,0,2,No
60,422,7,3,1,1,0,41,3,5,1,2,19566,3854,5,1,0,11,3,4,80,33,1,29,8,11,10,No
46,1485,18,3,1,3,0,87,3,2,3,3,4810,26314,2,1,0,14,3,3,80,19,2,10,7,0,8,No
42,1368,28,4,1,4,0,88,2,2,4,2,4523,4386,0,1,0,11,3,4,80,7,4,6,5,0,4,No
24,1448,1,1,1,1,0,62,3,1,2,1,3202,21972,1,1,1,16,3,2,80,6,3,5,3,1,4,Yes
34,296,6,2,1,4,0,33,1,1,3,3,2351,12253,0,1,0,16,3,4,80,3,2,2,2,1,0,Yes
38,1490,2,2,1,4,1,42,3,1,4,2,1702,12106,1,1,1,23,4,3,80,1,3,1,0,0,0,No
40,1398,2,4,1,3,0,79,3,5,3,2,18041,13022,0,1,0,14,3,4,80,21,3,20,15,1,12,No
26,1349,23,3,1,1,0,90,3,1,4,3,2886,3032,1,1,0,22,4,2,80,3,1,3,2,0,2,No
30,1400,3,3,1,3,1,53,3,1,4,2,2097,16734,4,1,0,15,3,3,80,9,1,5,3,1,4,No
29,986,3,4,1,2,1,93,2,3,3,2,11935,21526,1,1,0,18,3,3,80,10,3,10,2,0,7,No
29,408,25,5,1,3,0,71,2,1,2,2,2546,18300,5,1,0,16,3,2,80,6,4,2,2,1,1,Yes
19,489,2,2,1,1,1,52,2,1,4,1,2564,18437,1,1,0,12,3,3,80,1,4,1,0,0,0,Yes
30,1398,22,4,1,3,0,69,3,3,1,2,8412,2890,0,1,0,11,3,3,80,10,3,9,8,7,8,No
57,210,29,3,1,1,1,56,2,4,4,3,14118,22102,3,1,0,12,3,3,80,32,2,1,0,0,0,No
50,1099,29,4,1,2,1,88,2,4,3,2,17046,9314,0,1,0,15,3,2,80,28,3,27,10,15,7,No
30,1116,2,3,1,3,0,49,3,1,4,1,2564,7181,0,1,0,14,3,3,80,12,2,11,7,6,7,No
60,1499,28,3,1,3,0,80,2,3,1,2,10266,2845,4,1,0,19,3,4,80,22,4,18,13,13,11,No
47,983,2,2,1,1,0,65,3,2,4,3,5070,7389,5,1,0,13,3,3,80,20,3,5,0,0,4,No
46,1009,2,3,1,1,1,51,3,4,3,2,17861,2288,6,1,0,13,3,3,80,26,1,3,2,0,1,No
35,144,22,3,1,4,1,46,1,1,3,1,4230,19225,0,1,0,15,3,3,80,6,3,5,4,4,3,No
54,548,8,4,1,3,0,42,3,2,3,1,3780,23428,7,1,0,11,3,3,80,19,3,1,0,0,0,No
34,1303,2,4,1,4,1,62,2,1,3,3,2768,8416,3,1,0,12,3,3,80,14,3,7,3,5,7,No
46,1125,10,3,1,3,0,94,2,3,4,2,9071,11563,2,1,1,19,3,3,80,15,3,3,2,1,2,No
31,1274,9,1,1,3,1,33,3,3,2,3,10648,14394,1,1,0,25,4,4,80,13,4,13,8,0,8,No
33,1277,15,1,1,2,1,56,3,3,3,2,13610,24619,7,1,1,12,3,4,80,15,4,7,6,7,7,Yes
33,587,10,1,1,1,1,38,1,1,4,3,3408,6705,7,1,0,13,3,1,80,8,3,4,3,1,3,Yes
30,413,7,1,1,4,1,57,3,1,2,1,2983,18398,0,1,0,14,3,1,80,4,3,3,2,1,2,No
35,1276,16,3,1,4,1,72,3,3,3,2,7632,14295,4,1,1,12,3,3,80,10,3,8,7,0,0,No
31,534,20,3,1,1,1,66,3,3,3,2,9824,22908,3,1,0,12,3,1,80,12,3,1,0,0,0,Yes
34,988,23,3,1,2,0,43,3,3,1,3,9950,11533,9,1,1,15,3,3,80,11,3,3,2,0,2,Yes
42,1474,5,2,1,2,1,97,3,1,3,2,2093,9260,4,1,0,17,3,4,80,8,3,2,2,2,0,No
36,635,10,4,1,2,1,32,3,3,4,1,9980,15318,1,1,0,14,3,4,80,10,2,10,3,9,7,No
22,1368,4,1,1,3,1,99,2,1,3,1,3894,9129,5,1,0,16,3,3,80,4,3,2,2,1,2,Yes
48,163,2,5,1,2,0,37,3,2,4,2,4051,19658,2,1,0,14,3,1,80,14,3,9,7,6,7,No
55,1117,18,5,1,1,0,83,3,4,2,1,16835,9873,3,1,0,23,4,4,80,37,3,10,9,7,7,No
41,267,10,2,1,4,1,56,3,2,4,1,6230,13430,7,1,0,14,3,4,80,16,3,14,3,1,10,No
35,619,1,3,1,2,1,85,3,2,3,2,4717,18659,9,1,0,11,3,3,80,15,3,11,9,6,9,No
40,302,6,3,1,2,0,75,3,4,3,1,13237,20364,7,1,0,15,3,3,80,22,3,20,6,5,13,No
39,443,8,1,1,3,0,48,3,1,3,2,3755,17872,1,1,0,11,3,1,80,8,3,8,3,0,7,No
31,828,2,1,1,2,1,77,3,2,4,1,6582,8346,4,1,1,13,3,3,80,10,4,6,5,0,5,No
42,319,24,3,1,4,1,56,3,3,1,2,7406,6950,1,1,1,21,4,4,80,10,2,10,9,5,8,No
45,561,2,3,1,4,1,61,3,2,2,2,4805,16177,0,1,0,19,3,2,80,9,4,8,7,3,7,No
26,426,17,4,1,2,0,58,3,1,3,3,2741,22808,0,1,1,11,3,2,80,8,2,7,7,1,0,Yes
29,232,19,3,1,4,1,34,3,2,4,3,4262,22645,4,1,0,12,3,2,80,8,4,3,2,1,2,No
33,922,1,5,1,1,0,95,4,4,3,3,16184,22578,4,1,0,19,3,3,80,10,3,6,1,0,5,No
31,688,7,3,1,3,1,44,2,3,4,3,11557,25291,9,1,0,21,4,3,80,10,2,5,4,0,1,No
18,1306,5,3,1,2,1,69,3,1,2,1,1878,8059,1,1,1,14,3,4,80,0,3,0,0,0,0,Yes
40,1094,28,3,1,3,1,58,1,3,1,3,10932,11373,3,1,0,15,3,3,80,20,3,1,0,0,1,No
41,509,2,4,1,1,0,62,2,2,3,1,6811,2112,2,1,1,17,3,1,80,10,3,8,7,0,7,No
26,775,29,2,1,1,1,45,3,2,3,3,4306,4267,5,1,0,12,3,1,80,8,3,0,0,0,0,No
35,195,1,3,1,1,0,80,3,2,3,1,4859,6698,1,1,0,16,3,4,80,5,3,5,4,0,3,No
34,258,21,4,1,4,1,74,4,2,4,1,5337,19921,1,1,0,12,3,4,80,10,3,10,7,5,7,No
26,471,24,3,1,3,1,66,1,1,4,1,2340,23213,1,1,1,18,3,2,80,1,1,1,0,0,0,Yes
