Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
53,661,1,4,1,1,0,60,2,4,3,2,12965,22308,4,1,1,20,4,4,80,27,2,3,2,0,2,No
43,244,2,3,1,2,1,97,3,1,4,1,3539,5033,0,1,0,13,3,2,80,10,3,9,7,1,8,No
34,511,3,2,1,4,0,32,1,2,4,1,6029,25353,5,1,0,12,3,1,80,6,3,2,2,2,2,No
21,337,7,1,1,2,1,31,3,1,2,1,2679,4567,1,1,0,13,3,2,80,1,3,1,0,1,0,Yes
38,1153,6,2,1,4,0,40,2,1,3,2,3702,16376,1,1,0,11,3,2,80,5,3,5,4,0,4,No
22,1294,8,1,1,3,0,79,3,1,1,2,2398,15999,1,1,1,17,3,3,80,1,3,1,0,0,0,Yes
31,196,29,4,1,1,0,91,2,2,4,2,5468,13402,1,1,0,14,3,1,80,13,3,12,7,5,7,No
51,942,3,3,1,1,0,53,3,3,3,2,13116,22984,2,1,0,11,3,4,80,15,3,2,2,2,2,No
37,589,9,2,1,2,1,46,2,2,2,2,4189,8800,1,1,0,14,3,1,80,5,3,5,2,0,3,No
46,734,2,4,1,3,1,46,3,5,4,3,19328,14218,7,1,1,17,3,3,80,24,3,2,1,2,2,No
36,1383,10,3,1,4,1,90,3,3,1,2,8321,25949,7,1,1,13,3,4,80,15,3,12,8,5,7,No
44,429,1,2,1,3,1,99,3,1,2,3,2342,11092,1,1,1,12,3,3,80,6,2,5,3,2,3,Yes
37,1239,8,2,1,3,1,89,3,2,2,3,4071,12832,2,1,0,13,3,3,80,19,2,10,0,4,7,No
35,303,27,3,1,3,1,84,3,2,4,1,5813,13492,1,1,1,18,3,4,80,10,3,10,7,7,7,Yes
33,867,8,4,1,4,1,90,4,1,1,2,3143,6076,6,1,0,19,3,2,80,14,3,10,8,7,6,No
28,1181,1,3,1,3,1,82,3,1,4,2,2044,5531,1,1,0,11,3,3,80,5,4,5,3,0,3,No
39,1253,10,1,1,3,1,65,3,3,3,1,13464,7914,7,1,0,21,4,3,80,9,3,4,3,2,2,No
46,849,26,2,1,2,1,98,2,2,2,1,7991,25166,8,1,0,15,3,3,80,6,3,2,2,2,2,No
40,616,2,2,1,3,0,99,3,1,1,2,3377,25605,4,1,0,17,3,4,80,7,2,4,3,0,2,No
42,1128,13,3,1,2,1,95,4,2,1,2,5538,5696,5,1,0,18,3,3,80,10,2,0,0,0,0,No
35,1180,2,2,1,2,1,90,3,2,4,3,5762,24442,2,1,0,14,3,3,80,15,3,7,7,1,7,No
38,1336,2,3,1,1,1,100,3,1,2,3,2592,7129,5,1,0,13,3,4,80,13,3,11,10,3,8,No
34,234,9,4,1,4,1,93,3,2,1,2,5346,6208,4,1,0,17,3,3,80,11,2,7,1,0,7,Yes
37,370,10,4,1,4,1,58,3,2,1,1,4213,4992,1,1,0,15,3,2,80,10,1,10,3,0,8,Yes
39,766,20,3,1,3,1,83,3,2,4,3,4127,19188,2,1,0,18,3,4,80,7,3,2,1,2,2,No
43,343,9,3,1,1,1,52,3,1,3,1,2438,24978,4,1,0,13,3,3,80,7,2,3,2,1,2,No
41,447,5,3,1,2,1,85,4,2,2,1,6870,15530,3,1,0,12,3,1,80,11,1,3,2,1,2,No
41,796,4,1,1,3,0,81,3,3,3,3,10447,26458,0,1,1,13,3,4,80,23,4,22,14,13,5,No
30,1092,10,3,1,1,0,64,3,3,3,1,9667,2739,9,1,0,14,3,2,80,9,3,7,7,0,2,No
26,920,20,2,1,4,0,69,3,1,2,2,2148,6889,0,1,1,11,3,3,80,6,3,5,1,1,4,Yes
46,261,21,2,1,4,0,66,3,2,2,2,8926,10842,4,1,0,22,4,4,80,13,4,9,7,3,7,Yes
40,1194,1,3,1,3,0,52,3,2,4,3,6513,9060,4,1,0,17,3,4,80,12,3,5,3,0,3,No
34,810,8,2,1,2,1,92,4,2,3,2,6799,22128,1,1,0,21,4,3,80,10,3,10,8,4,8,No
58,350,2,3,1,2,1,52,3,4,2,3,16291,22577,4,1,0,22,4,4,80,37,2,16,9,14,14,No
35,185,23,4,1,2,1,91,1,1,3,2,2705,9696,0,1,0,16,3,2,80,6,4,5,4,0,3,No
47,1001,4,3,1,3,0,92,2,3,2,3,10333,19271,8,1,1,12,3,3,80,28,3,22,11,14,10,No
40,750,12,3,1,2,0,47,3,2,1,3,4448,10748,2,1,0,12,3,2,80,15,3,7,4,7,7,No
54,431,7,4,1,4,0,68,3,2,4,2,6854,15696,4,1,0,15,3,2,80,14,2,7,1,1,7,No
31,1125,7,4,1,1,0,68,3,3,1,2,9637,8277,2,1,0,14,3,4,80,9,3,3,2,2,2,No
28,1217,1,3,1,3,0,67,3,1,1,2,3591,12719,1,1,0,25,4,3,80,3,3,3,2,1,2,No
38,723,2,4,1,2,0,77,1,2,4,2,5405,4244,2,1,1,20,4,1,80,20,2,4,2,0,3,No
26,572,10,3,1,3,1,46,3,2,4,1,4684,9125,1,1,0,13,3,1,80,5,3,5,3,1,2,No
58,1216,15,4,1,1,1,87,3,4,3,2,15787,21624,2,1,1,14,3,2,80,23,3,2,2,2,2,No
18,1431,14,3,1,2,0,33,3,1,3,1,1514,8018,1,1,0,16,3,3,80,0,1,0,0,0,0,No
31,359,18,5,1,4,1,89,4,1,1,2,2956,21495,0,1,0,17,3,3,80,2,3,1,0,0,0,Yes
29,350,13,3,1,1,1,56,2,1,1,3,2335,3157,4,1,1,15,3,4,80,4,3,2,2,2,0,Yes
45,589,2,4,1,3,0,67,3,2,3,2,5154,19665,4,1,0,22,4,2,80,10,4,8,7,5,7,No
36,430,2,4,1,4,0,73,3,2,2,2,6962,19573,4,1,1,22,4,4,80,15,3,1,0,0,0,No
43,1422,2,4,1,1,1,92,3,2,4,2,5675,19246,1,1,0,20,4,3,80,7,3,7,7,7,7,No
27,1297,5,2,1,4,0,53,3,1,4,1,2379,19826,0,1,1,14,3,3,80,6,2,5,4,0,2,No
29,574,20,1,1,4,1,40,3,1,4,2,3812,7003,1,1,0,13,3,2,80,11,4,11,8,3,10,No
32,1318,10,4,1,4,1,79,3,2,4,1,4648,26075,8,1,0,13,3,3,80,4,4,0,0,0,0,No
42,355,10,4,1,3,1,38,3,1,3,2,2936,6161,3,1,0,22,4,2,80,10,2,6,3,3,3,No
47,207,9,4,1,2,0,64,3,1,3,1,2105,5411,4,1,0,12,3,3,80,7,3,2,2,2,0,No
46,706,2,2,1,4,1,82,3,3,4,3,8578,19989,3,1,0,14,3,3,80,12,2,9,8,4,7,No
28,280,1,2,1,3,1,43,3,1,4,3,2706,10494,1,1,0,15,3,2,80,3,3,3,2,2,2,No
29,726,29,1,1,4,1,93,1,2,3,3,6384,21143,8,1,0,17,3,4,80,11,3,7,0,1,6,No
42,1142,8,3,1,4,1,81,3,1,3,1,3968,13624,4,1,0,13,3,4,80,8,3,0,0,0,0,No
32,414,2,4,1,3,1,82,2,2,2,1,9907,26186,7,1,1,12,3,3,80,7,2,2,2,2,2,Yes
46,1319,3,3,1,1,0,45,4,4,1,3,13225,7739,2,1,0,12,3,4,80,25,3,19,17,2,8,No
27,728,23,1,1,2,0,36,2,2,3,2,3540,7018,1,1,0,21,4,4,80,9,3,9,8,5,8,No
29,352,6,1,1,4,1,87,2,1,2,2,2804,15434,1,1,0,11,3,4,80,1,3,1,0,0,0,No
43,823,6,3,1,1,0,81,2,5,3,2,19392,22539,7,1,0,13,3,4,80,21,3,16,12,6,14,No
48,1224,10,3,1,4,1,91,2,5,2,2,19665,13583,4,1,0,12,3,4,80,29,3,22,10,12,9,No
29,459,24,2,1,4,1,73,2,1,4,1,2439,14753,1,1,1,24,4,2,80,1,2,1,0,1,0,Yes
46,1254,10,3,1,3,0,64,3,3,2,2,7314,14011,5,1,0,21,4,3,80,14,3,8,7,0,7,Yes
27,1131,15,3,1,4,0,77,2,1,1,2,4774,23844,0,1,0,19,3,4,80,8,2,7,6,7,3,No
39,835,19,4,1,4,1,41,3,2,4,3,3902,5141,8,1,0,14,3,2,80,7,3,2,2,2,2,No
55,836,2,4,1,2,1,98,2,1,4,2,2662,7975,8,1,0,20,4,2,80,19,4,5,2,0,4,No
28,1172,3,3,1,2,0,78,3,1,2,2,2856,3692,1,1,0,19,3,4,80,1,3,1,0,0,0,No
30,945,9,3,1,2,1,89,3,1,4,1,1081,16019,1,1,0,13,3,3,80,1,2,1,0,0,0,Yes
22,391,7,1,1,4,1,75,3,1,2,1,2472,26092,1,1,1,23,4,1,80,1,3,1,0,0,0,Yes
36,1266,10,4,1,2,0,63,2,2,3,2,5673,6060,1,1,1,13,3,1,80,10,3,10,9,1,7,No
31,311,20,3,1,2,1,89,3,2,3,3,4197,18624,1,1,0,11,3,1,80,10,3,10,8,0,2,No
34,1480,4,3,1,3,1,64,3,3,4,2,9713,24444,2,1,1,13,3,4,80,9,3,5,3,1,0,No
29,592,7,3,1,4,1,59,3,1,1,1,2062,19384,3,1,0,14,3,2,80,11,3,3,2,1,2,No
37,783,7,4,1,4,1,78,3,2,1,2,4284,13588,5,1,1,22,4,3,80,16,3,5,3,0,4,No
35,219,16,2,1,4,0,44,2,2,2,2,4788,25388,0,1,1,11,3,4,80,4,3,3,2,0,2,No
45,556,25,2,1,2,0,93,2,2,4,2,5906,23888,0,1,0,13,3,4,80,10,2,9,8,3,8,No
36,1213,2,1,1,2,1,94,2,2,4,1,3886,4223,1,1,0,21,4,4,80,10,2,10,1,0,8,No
40,1137,1,4,1,1,1,98,3,4,1,3,16823,18991,2,1,0,11,3,1,80,22,3,19,7,11,16,No
26,482,1,2,1,2,0,90,2,1,3,2,2933,14908,1,1,1,13,3,3,80,1,2,1,0,1,0,No
27,511,2,2,1,1,0,89,4,2,3,1,6500,26997,0,1,0,14,3,2,80,9,2,8,7,0,7,No
48,117,22,3,1,4,0,58,3,4,4,3,17174,2437,3,1,0,11,3,2,80,24,3,22,17,4,7,No
44,170,1,4,1,2,1,78,4,2,1,2,5033,9364,2,1,0,15,3,4,80,10,3,2,0,2,2,No
34,967,16,4,1,4,1,85,1,1,1,2,2307,14460,1,1,1,23,4,2,80,5,3,5,2,3,0,Yes
56,1162,24,2,1,1,1,97,3,1,4,1,2587,10261,1,1,0,16,3,4,80,5,3,4,2,1,0,Yes
36,335,17,2,1,3,1,33,2,2,2,2,5507,16822,2,1,0,16,3,3,80,12,1,4,2,1,3,No
41,337,8,3,1,3,0,54,3,2,2,2,4393,26841,5,1,0,21,4,3,80,14,3,5,4,1,4,No
42,1396,6,3,1,3,1,83,3,3,1,2,13348,14842,9,1,0,13,3,2,80,18,4,13,7,5,7,No
31,1079,10,2,1,3,0,86,3,2,4,3,6583,20115,2,1,1,11,3,4,80,8,3,5,2,1,4,No
34,735,3,1,1,4,0,75,2,2,4,2,8103,16495,3,1,1,12,3,3,80,9,2,4,2,0,1,No
31,471,4,3,1,1,0,62,4,1,3,3,3978,16031,8,1,0,12,3,2,80,4,2,2,2,2,2,No
26,1096,6,3,1,3,1,61,4,1,4,2,2544,7102,0,1,0,18,3,1,80,8,3,7,7,7,7,No
45,1297,1,4,1,2,1,44,3,2,3,1,5399,14511,4,1,0,12,3,3,80,12,3,4,2,0,3,No
33,217,10,4,1,2,1,43,3,2,3,1,5487,10410,1,1,0,14,3,2,80,10,2,10,4,0,9,No
28,783,1,2,1,3,1,42,2,2,4,2,6834,19255,1,1,1,12,3,3,80,7,3,7,7,0,7,No
29,746,24,3,1,3,1,45,4,1,1,1,1091,10642,1,1,0,17,3,4,80,1,3,1,0,0,0,Yes
39,1251,21,4,1,1,0,32,1,2,3,2,5736,3987,6,1,0,19,3,3,80,10,3,3,2,1,2,No
27,1354,2,4,1,2,1,41,3,1,2,2,2226,6073,1,1,0,11,3,3,80,6,2,5,3,1,2,No
34,735,22,4,1,3,1,86,2,2,4,2,5747,26496,1,1,1,15,3,2,80,16,3,15,10,6,11,No
28,1475,13,2,1,4,0,84,3,2,3,1,9854,23352,3,1,1,11,3,4,80,6,3,2,0,2,2,Yes
47,1169,14,4,1,3,1,64,3,2,2,2,5467,2125,8,1,0,18,3,3,80,16,4,8,7,1,7,No
56,1443,11,5,1,4,0,89,2,2,1,2,5380,20328,4,1,0,16,3,3,80,6,3,0,0,0,0,No
39,867,9,2,1,1,1,87,3,2,1,2,5151,12315,1,1,0,25,4,4,80,10,3,10,0,7,9,No
38,1394,8,3,1,4,0,58,2,2,2,3,2133,18115,1,1,1,16,3,3,80,20,3,20,11,0,7,No
58,605,21,3,1,4,0,72,3,4,4,2,17875,11761,4,1,1,13,3,3,80,29,2,1,0,0,0,No
32,238,5,2,1,1,0,47,4,1,3,1,2432,15318,3,1,1,14,3,1,80,8,3,4,1,0,3,Yes
38,1206,9,2,1,2,1,71,3,1,4,3,4771,14293,2,1,0,19,3,4,80,10,4,5,2,0,3,No
49,1064,2,1,1,2,1,42,3,5,4,2,19161,13738,3,1,0,15,3,4,80,28,3,5,4,4,3,No
42,419,12,4,1,2,1,77,3,2,4,3,5087,2900,3,1,1,12,3,3,80,14,3,0,0,0,0,No
27,1337,22,3,1,1,0,58,2,1,2,2,2863,19555,1,1,0,12,3,1,80,1,3,1,0,0,0,Yes
35,682,18,4,1,2,1,71,3,2,1,2,5561,15975,0,1,0,16,3,4,80,6,1,5,3,0,4,No
28,1103,16,3,1,3,1,49,3,1,3,1,2144,2122,1,1,0,14,3,3,80,5,2,5,3,1,4,No
31,976,3,2,1,3,1,48,3,1,1,3,3065,3995,1,1,1,13,3,4,80,4,4,4,2,2,3,No
36,1351,9,4,1,1,1,66,4,1,2,2,2810,9238,1,1,0,22,4,2,80,5,3,5,4,0,2,No
34,937,1,3,1,1,1,32,3,3,4,1,9888,6770,1,1,0,21,4,1,80,14,2,14,8,2,1,No
34,1239,13,4,1,4,1,39,3,3,3,3,8628,22914,1,1,0,18,3,3,80,9,2,8,7,1,1,No
26,157,1,3,1,3,1,95,3,1,1,1,2867,20006,0,1,0,13,3,4,80,8,2,7,7,7,6,No
29,136,1,3,1,1,1,89,3,2,1,2,5373,6225,0,1,0,12,3,1,80,6,2,5,3,0,2,No
32,1146,15,4,1,3,0,34,3,2,4,3,6667,16542,5,1,0,18,3,2,80,9,3,5,1,1,2,No
31,1125,1,3,1,4,1,48,1,2,1,2,5003,5771,1,1,0,21,4,2,80,10,3,10,8,8,7,No
28,1404,17,3,1,3,1,32,2,1,4,3,2367,18779,5,1,0,12,3,1,80,6,2,4,1,0,3,Yes
38,1404,1,3,1,1,1,59,2,1,1,1,2858,11473,4,1,0,14,3,1,80,20,2,1,0,0,0,No
35,1224,7,4,1,3,0,55,3,2,4,2,5204,13586,1,1,1,11,3,4,80,10,3,10,8,0,9,No
27,954,9,3,1,4,1,44,3,2,4,1,4105,5099,1,1,0,14,3,1,80,7,3,7,7,0,7,No
32,1373,5,4,1,4,1,56,2,2,4,1,9679,10138,8,1,0,24,4,2,80,8,3,1,0,0,0,No
31,754,26,4,1,1,1,63,3,2,4,2,5617,21075,1,1,1,11,3,3,80,10,3,10,7,0,8,Yes
53,1168,24,4,1,1,1,66,3,3,1,1,10448,5843,6,1,1,13,3,2,80,15,2,2,2,2,2,Yes
54,155,9,2,1,1,0,67,3,2,3,2,2897,22474,3,1,0,11,3,3,80,9,2,4,3,2,3,No
33,1303,7,2,1,4,1,36,3,2,3,3,5968,18079,1,1,0,20,4,3,80,9,3,9,7,2,8,No
43,574,11,3,1,1,1,30,3,3,3,2,7510,16873,1,1,0,17,3,2,80,10,3,10,9,0,9,No
38,1444,1,4,1,4,1,88,3,1,2,2,2991,5224,0,1,1,11,3,2,80,7,3,6,2,1,2,No
55,189,26,4,1,3,1,71,4,5,2,2,19636,25811,4,1,1,18,3,1,80,35,3,10,9,1,4,No
31,1276,2,1,1,4,0,59,1,1,4,3,1129,17536,1,1,1,11,3,3,80,1,3,1,0,0,0,No
39,119,15,4,1,2,1,77,3,4,1,1,13341,25098,0,1,0,12,3,1,80,21,3,20,8,11,10,No
42,335,23,2,1,4,1,37,2,2,3,1,4332,14811,1,1,0,12,3,4,80,20,3,20,9,3,7,No
31,697,10,3,1,3,0,40,3,3,3,2,11031,26862,4,1,0,20,4,3,80,13,4,11,7,4,8,No
54,157,10,3,1,3,0,77,3,2,1,1,4440,25198,6,1,1,19,3,4,80,9,3,5,2,1,4,No
24,771,1,2,1,2,1,45,2,2,3,1,4617,14120,1,1,0,12,3,2,80,4,2,4,3,1,2,No
23,571,12,2,1,4,1,78,3,1,4,1,2647,13672,1,1,0,13,3,3,80,5,4,5,2,1,4,No
40,692,11,3,1,4,0,73,3,2,3,2,6323,26849,1,1,0,11,3,1,80,10,4,10,9,9,4,No
40,444,2,2,1,2,0,92,3,2,2,2,5677,4258,3,1,0,14,3,3,80,15,3,11,8,5,10,No
25,309,2,3,1,3,0,82,3,1,2,2,2187,19655,4,1,0,14,3,3,80,6,3,2,0,1,2,No
30,911,1,2,1,4,1,76,3,1,2,2,3748,4077,1,1,0,13,3,3,80,12,2,12,8,1,7,No
25,977,2,1,1,4,1,57,3,1,3,3,3977,7298,6,1,1,19,3,3,80,7,2,2,2,0,2,No
47,1180,25,3,1,1,1,84,3,3,3,1,8633,13084,2,1,0,23,4,2,80,25,3,17,14,12,11,No
33,1313,1,2,1,2,1,59,2,1,3,3,2008,20439,1,1,0,12,3,3,80,1,2,1,1,0,0,No
38,1321,1,4,1,4,1,86,3,2,2,2,4440,7636,0,1,0,15,3,1,80,16,3,15,13,5,8,No
31,1154,2,2,1,1,1,54,3,1,3,2,3067,6393,0,1,0,19,3,3,80,3,3,2,2,1,2,No
38,508,6,4,1,1,1,72,2,2,3,2,5321,14284,2,1,0,11,3,4,80,10,3,8,3,7,7,No
42,557,18,4,1,4,1,35,3,2,1,3,5410,11189,6,1,1,17,3,3,80,9,2,4,3,1,2,No
41,642,1,3,1,4,1,76,3,1,4,2,2782,21412,3,1,0,22,4,1,80,12,3,5,3,1,0,No
47,1162,1,1,1,3,0,98,3,3,2,2,11957,17231,0,1,0,18,3,1,80,14,1,13,8,5,12,No
35,1490,11,4,1,4,1,43,3,1,3,2,2660,20232,7,1,1,11,3,3,80,5,3,2,2,2,2,No
22,581,1,2,1,4,1,63,3,1,3,1,3375,17624,0,1,0,12,3,4,80,4,4,3,2,1,2,No
35,1395,9,4,1,2,1,48,3,2,3,1,5098,18698,1,1,0,19,3,2,80,10,3,10,7,0,8,No
33,501,15,2,1,2,0,95,3,2,4,2,4878,21653,0,1,1,13,3,1,80,10,3,9,7,8,1,No
32,267,29,4,1,3,0,49,2,1,2,1,2837,15919,1,1,0,13,3,3,80,6,3,6,2,4,1,No
40,543,1,4,1,1,1,83,3,1,4,2,2406,4060,8,1,0,19,3,3,80,8,2,1,0,0,0,No
32,234,1,4,1,2,1,68,2,1,2,2,2269,18024,0,1,0,14,3,2,80,3,3,2,2,2,2,No
39,116,24,1,1,1,1,52,3,2,4,1,4108,5340,7,1,0,13,3,1,80,18,3,7,7,1,7,No
38,201,10,3,1,2,0,99,1,3,3,2,13206,3376,3,1,0,12,3,1,80,20,3,18,16,1,11,No
32,801,1,4,1,3,0,48,3,3,4,2,10422,24032,1,1,0,19,3,3,80,14,3,14,10,5,7,No
37,161,10,3,1,3,0,42,4,3,4,2,13744,15471,1,1,1,25,4,1,80,16,3,16,11,6,8,No
25,1382,8,2,1,1,0,85,3,2,3,3,4907,13684,0,1,1,22,4,2,80,6,2,5,3,0,4,No
52,585,29,4,1,1,1,40,3,1,4,3,3482,19788,2,1,0,15,3,2,80,16,2,9,8,0,0,No
44,1037,1,3,1,2,1,42,3,1,4,1,2436,13422,6,1,1,12,3,3,80,6,3,4,3,1,2,No
21,501,5,1,1,3,1,58,3,1,1,1,2380,25479,1,1,1,11,3,4,80,2,3,2,2,1,2,No
39,105,9,3,1,4,1,87,3,5,4,1,19431,15302,2,1,0,13,3,3,80,21,2,6,0,1,3,No
23,638,9,3,1,4,1,33,3,1,1,2,1790,26956,1,1,0,19,3,1,80,1,2,1,0,1,0,Yes
36,557,3,3,1,1,0,94,2,3,4,2,7644,12695,0,1,0,19,3,3,80,10,3,9,7,3,4,No
36,688,4,2,1,4,0,97,3,2,2,3,5131,9192,7,1,0,13,3,2,80,18,3,4,2,0,2,No
56,667,1,4,1,3,1,57,3,2,3,3,6306,26236,1,1,0,21,4,1,80,13,2,13,12,1,9,No
29,1092,1,4,1,1,1,36,3,1,4,2,4787,26124,9,1,1,14,3,2,80,4,4,2,2,2,2,Yes
42,300,2,3,1,1,1,56,3,5,3,2,18880,17312,5,1,0,11,3,1,80,24,2,22,6,4,14,No
56,310,7,2,1,4,1,72,3,1,3,2,2339,3666,8,1,0,11,3,4,80,14,1,10,9,9,8,Yes
41,582,28,4,1,1,0,60,2,4,2,2,13570,5640,0,1,0,23,4,3,80,21,3,20,7,0,10,No
34,704,28,3,1,4,0,95,2,2,3,2,6712,8978,1,1,0,21,4,4,80,8,3,8,7,1,7,No
36,301,15,4,1,4,1,88,1,2,4,3,5406,10436,1,1,0,24,4,1,80,15,2,15,12,11,11,No
41,930,3,3,1,3,1,57,2,2,2,3,8938,12227,2,1,0,11,3,3,80,14,3,5,4,0,4,No
32,529,2,3,1,4,1,78,3,1,1,1,2439,11288,1,1,0,14,3,4,80,4,3,4,2,1,2,No
35,1146,26,4,1,3,0,31,3,3,4,1,8837,16642,1,1,1,16,3,3,80,9,3,9,0,1,7,No
38,345,10,2,1,1,0,100,3,2,4,2,5343,5982,1,1,0,11,3,3,80,10,3,10,7,1,9,No
50,878,1,4,1,2,1,94,3,2,3,3,6728,14255,7,1,0,12,3,4,80,12,3,6,3,0,1,Yes
36,1120,11,4,1,2,0,100,2,2,4,2,6652,14369,4,1,0,13,3,1,80,8,2,6,3,0,0,No
45,374,20,3,1,4,0,50,3,2,3,1,4850,23333,8,1,0,15,3,3,80,8,3,5,3,0,1,No
40,1322,2,4,1,3,1,52,2,1,3,1,2809,2725,2,1,0,14,3,4,80,8,3,2,2,2,2,No
35,1199,18,4,1,3,1,80,3,2,3,2,5689,24594,1,1,1,14,3,4,80,10,4,10,2,0,2,No
40,1194,2,4,1,3,0,98,3,1,3,2,2001,12549,2,1,0,14,3,2,80,20,3,5,3,0,2,No
35,287,1,4,1,3,0,62,1,1,4,2,2977,8952,1,1,0,12,3,4,80,4,3,4,3,1,1,No
29,1378,13,2,1,4,1,46,2,2,2,2,4025,23679,4,1,1,13,3,1,80,10,3,4,3,0,3,No
29,468,28,4,1,4,0,73,2,1,1,1,3785,8489,1,1,0,14,3,2,80,5,1,5,4,0,4,No
50,410,28,3,1,4,1,39,2,3,1,3,10854,16586,4,1,1,13,3,2,80,20,3,3,2,2,0,Yes
39,722,24,1,1,2,0,60,2,4,4,2,12031,8828,0,1,0,11,3,1,80,21,2,20,9,9,6,Yes
31,325,5,3,1,2,1,74,3,2,1,1,9936,3787,0,1,0,19,3,2,80,10,3,9,4,1,7,Yes
26,1167,5,3,1,4,0,30,2,1,3,1,2966,21378,0,1,0,18,3,4,80,5,3,4,2,0,0,Yes
36,884,23,2,1,3,1,41,4,2,4,2,2571,12290,4,1,0,17,3,3,80,17,3,5,2,0,3,Yes
39,613,6,1,1,4,1,42,2,3,1,2,9991,21457,4,1,0,15,3,1,80,9,3,7,7,1,7,Yes
27,155,4,3,1,2,1,87,4,2,2,2,6142,5174,1,1,1,20,4,2,80,6,3,6,2,0,3,Yes
49,1023,2,3,1,4,1,63,2,2,2,2,5390,13243,2,1,0,14,3,4,80,17,2,9,6,0,8,Yes
34,628,8,3,1,2,1,82,4,2,3,2,4404,10228,2,1,0,12,3,1,80,6,4,4,3,1,2,Yes
